First Name,Last Name,Title,Account Name,Status
Paul,Hsiao,Partner,New Enterprise Associates,Active Member Firm
Robert,Garland,Partner,New Enterprise Associates,Active Member Firm
Joshua,Makower,Venture Partner,New Enterprise Associates,Active Member Firm
Patrick S.,Chung,General Partner,New Enterprise Associates,Active Member Firm
Tom,Grossi,Partner,New Enterprise Associates,Active Member Firm
Peter,Sonsini,General Partner,New Enterprise Associates,Active Member Firm
Colin,Bryant,Operating Partner,New Enterprise Associates,Active Member Firm
Jake,Nunn,Partner,New Enterprise Associates,Active Member Firm
Patrick,Kerins,General Partner,New Enterprise Associates,Active Member Firm
Ravi,Viswanathan,Partner,New Enterprise Associates,Active Member Firm
Krishna,Kolluri,General Partner,New Enterprise Associates,Active Member Firm
Kate,Barrett,Marketing Partner,New Enterprise Associates,Active Member Firm
Frank,Torti,Senior Associate,New Enterprise Associates,Active Member Firm
Richard,Whitney,Venture Partner,New Enterprise Associates,Active Member Firm
James,Barrett,General Partner,New Enterprise Associates,Active Member Firm
Ryan,Drant,General Partner,New Enterprise Associates,Active Member Firm
Robert,Croce,Venture Partner,New Enterprise Associates,Active Member Firm
Jay,Graf,Venture Partner,New Enterprise Associates,Active Member Firm
Justin,Klein,Partner,New Enterprise Associates,Active Member Firm
Tony,Florence,General Partner,New Enterprise Associates,Active Member Firm
Paul,Walker,Partner,New Enterprise Associates,Active Member Firm
Tim,Schaller,Chief Financial Officer,New Enterprise Associates,Active Member Firm
Scott,Gottlieb,Venture Partner,New Enterprise Associates,Active Member Firm
Ed,Mathers,Partner,New Enterprise Associates,Active Member Firm
David,Mott,General Partner,New Enterprise Associates,Active Member Firm
Sam,Cohen,"Director, Tax",New Enterprise Associates,Active Member Firm
Ronald,Kosar,Controller,New Enterprise Associates,Active Member Firm
Sara,Nayeem,Partner,New Enterprise Associates,Active Member Firm
Yanev,Suissa,Venture Fellow,New Enterprise Associates,Active Member Firm
Aaron,Jacobson,Partner,New Enterprise Associates,Active Member Firm
Rick,Yang,Partner,New Enterprise Associates,Active Member Firm
Dayna,Grayson,Partner,New Enterprise Associates,Active Member Firm
Pamela,Clark,General Partner,New Enterprise Associates,Active Member Firm
Ron,Bernal,Venture Partner,New Enterprise Associates,Active Member Firm
Greg,Papadopoulos,Venture Partner,New Enterprise Associates,Active Member Firm
Carmen,Chang,"Partner and Managing Director, Asia (Ex-India)",New Enterprise Associates,Active Member Firm
Jon,Sakoda,Partner,New Enterprise Associates,Active Member Firm
Alex,Oppenheimer,Associate,New Enterprise Associates,Active Member Firm
Ali,Behbahani,Partner,New Enterprise Associates,Active Member Firm
C. Richard,Kramlich,General Partner,New Enterprise Associates,Active Member Firm
Scott,Sandell,General Partner,New Enterprise Associates,Active Member Firm
Forest,Baskett,General Partner,New Enterprise Associates,Active Member Firm
Arno,Penzias,Venture Partner,New Enterprise Associates,Active Member Firm
Peter,Barris,Managing General Partner,New Enterprise Associates,Active Member Firm
Suzanne,King,Partner,New Enterprise Associates,Active Member Firm
Chetan,Puttagunta,Partner,New Enterprise Associates,Active Member Firm
Carol,Gallagher,Partner,New Enterprise Associates,Active Member Firm
Melissa,Taunton,Partner,New Enterprise Associates,Active Member Firm
Caroline,Howe,Communications and Marketing Specialist,New Enterprise Associates,Active Member Firm
Benjamin,Narasin,Venture Partner,New Enterprise Associates,Active Member Firm
Scott,Frederick,Partner and Head of Business Development and Federal Government,New Enterprise Associates,Active Member Firm
Jennifer,Ball,LP Relations,New Enterprise Associates,Active Member Firm
Ashley,Mitchell,"Manager, Communications & Marketing",New Enterprise Associates,Active Member Firm
Shanna,Hendriks,"Manage, Portfolio Communications & Marketing",New Enterprise Associates,Active Member Firm
Vanessa,Larco,Partner,New Enterprise Associates,Active Member Firm
Eylul,Kayin,Associate,New Enterprise Associates,Active Member Firm
Holly Rose,Faith,Talent Partner,New Enterprise Associates,Active Member Firm
Robert,Taylor,Venture Advisor,New Enterprise Associates,Active Member Firm
Stephanie,Brecher,General Counsel,New Enterprise Associates,Active Member Firm
Gala,Placeholder,,New Enterprise Associates,Active Member Firm
Alexis,Contos,Chief Marketing Officer,New Enterprise Associates,Active Member Firm
Kevin,Lambert,Controller,New Enterprise Associates,Active Member Firm
Helen,Loy-Hicks,Executive Assistant,New Enterprise Associates,Active Member Firm
Jeremy,Wilson,Managing Partner,NewRoad Capital Partners LLC,Dropped
Beckey,Mwaba,Executive Assistant,NewRoad Capital Partners LLC,Dropped
Joe,Emmanuel,CFO,NewRoad Capital Partners LLC,Dropped
Clete,Brewer,Managing Partner,NewRoad Capital Partners LLC,Dropped
Chris,Ladd,Partner,NewRoad Capital Partners LLC,Dropped
Satoko,Kato,,NewRoad Capital Partners LLC,Dropped
Stefan,Sterns,Partner,NewRoad Capital Partners LLC,Dropped
Prashant,Gangwal,CFO/CCO,NewView Capital,Active Member Firm
James,Beck,Chief Operating Officer,NewView Capital,Active Member Firm
Bessie,Wu,CFO,NewView Capital,Active Member Firm
,AP Team,,NewView Capital,Active Member Firm
Jazmin,Medina,Principal,NewView Capital,Active Member Firm
Evan,Malone,CEO,NextFab Ventures,Active Member Firm
Todor,Raykov,Managing Director,NextFab Ventures,Active Member Firm
Les,Craig,Partner,Next Frontier Capital,Active Member Firm
Kirsten,Suddath,General Partner,Next Frontier Capital,Active Member Firm
Latham,Turner,Operating Partner,Next Frontier Capital,Active Member Firm
Garrett,Leach,Partner,Next Frontier Capital,Active Member Firm
Mandy,Culver,Operations Manager,Next Frontier Capital,Active Member Firm
Scott,Holton,CFO,Next Frontier Capital,Active Member Firm
Franz,Kofler,Partner,Next Frontier Capital,Active Member Firm
Rayna,Coleman,,Next Frontier Capital,Active Member Firm
Will,Price,Founder & General Partner,Next Frontier Capital,Active Member Firm
Richard,Harjes,General Partner,Next Frontier Capital,Active Member Firm
Jessie,Guo,,Next Legacy Partners,Active Member Firm
Shannon,Rowland,Executive Assistant,Next Legacy Partners,Active Member Firm
Jacqueline,Brown,People Operations Associate,Next Legacy Partners,Active Member Firm
HIllary,Cook,Director,Next Legacy Partners,Active Member Firm
Ryan,Nece,Managing Partner,Next Legacy Partners,Active Member Firm
Margaret,Luna,Director of Network,Next Legacy Partners,Active Member Firm
Chris,Eyre,Managing Director,Next Legacy Partners,Active Member Firm
Russ,Hall,Managing Partner,Next Legacy Partners,Active Member Firm
Alan,Marty,Managing Director,Next Legacy Partners,Active Member Firm
Kelli,Cullinane,"Managing Partner & CFO, CCO",Next Legacy Partners,Active Member Firm
Ben,Choi,Managing Partner,Next Legacy Partners,Active Member Firm
Anna,Kelley,Executive Assistant,Next Legacy Partners,Active Member Firm
Marian,Garvin,Controller,Next Legacy Partners,Active Member Firm
Denise,Chilow,"Director, Community",Next Legacy Partners,Active Member Firm
Jessie Jia,Guo,Investment Partner,Next Legacy Partners,Active Member Firm
Jing,Zou,Finance,Next Legacy Partners,Active Member Firm
Kaitlyn,Morales,Finance,Next Legacy Partners,Active Member Firm
Lynn,Noma,Finance,Next Legacy Partners,Active Member Firm
Maddie,Vann,Community,Next Legacy Partners,Active Member Firm
Melissa,Schmidt,Executive Assistant,Next Legacy Partners,Active Member Firm
Mary,Rumzie,Management Accountant,Next Legacy Partners,Active Member Firm
,AP TEam,,Next Legacy Partners,Active Member Firm
L'Orelle,Font,,Next Legacy Partners,Active Member Firm
Melanie,Strong,Managing Partner,Next Ventures,Active Member Firm
Julian,Eison,Managing Partner,Next Ventures,Active Member Firm
Shay,Murphy,Senior Associate,NGEN Partners L.L.C,Active Member Firm
Rosemary,Ripley,,NGEN Partners L.L.C,Active Member Firm
Richard,Jahn,Chief Financial Officer,NGEN Partners L.L.C,Active Member Firm
Larry,Rukin,,NGEN Partners L.L.C,Active Member Firm
Zubin,Canteenwalla,Principal,NGEN Partners L.L.C,Active Member Firm
Peter,Grubstein,Managing Member,NGEN Partners L.L.C,Active Member Firm
Gabriela,Barahona,Controller,NGEN Partners L.L.C,Active Member Firm
Rosemary,Ripley,Managing Director,NGEN Partners L.L.C,Active Member Firm
Divya,Raghavan,Principal,NGP Capital,Active Member Firm
Paul,Asel,Managing Partner,NGP Capital,Active Member Firm
Upal,Basu,Partner,NGP Capital,Active Member Firm
Chad,Bailey,Vice President,NGP Capital,Active Member Firm
Kevin,Lu,Principal,NGP Capital,Active Member Firm
Ellen,Higuchi,Finance and Administration,NGP Capital,Active Member Firm
Gina,Goozey,,NGP Capital,Active Member Firm
NGP,Finance,,NGP Capital,Active Member Firm
Paige,Brown,Portfolio Manager,NGP Capital,Active Member Firm
Michael,Sova,Finance Director,NGP Capital,Active Member Firm
Eric,Fett,VP,NGP Capital,Active Member Firm
Rohini,Chakravarthy,Partner,NGP Capital,Active Member Firm
Monica,Johnson,Operating Partner and CFO,NGP Capital,Active Member Firm
Divya,Raghavan,VP,NGP Capital,Active Member Firm
Mike,Carnes,"Vice President, Emerging Company Development",North Carolina Biotechnology Center,Active Member Firm
Vivian,Doelling,"Vice President, Emerging Company Development",North Carolina Biotechnology Center,Active Member Firm
Jason,Doherty,"Senior Director, Investments",North Carolina Biotechnology Center,Active Member Firm
Greta,Brunet,"Senior Director, Investments",North Carolina Biotechnology Center,Active Member Firm
Kathy,Meserve,"Senior Director, Investments",North Carolina Biotechnology Center,Active Member Firm
Jen,Greenstein,"Senior Director, Investments",North Carolina Biotechnology Center,Active Member Firm
Kyle,Bartholomew,"Director, Investments",North Carolina Biotechnology Center,Active Member Firm
David,Rosenthal,Program Manager,North Carolina Biotechnology Center,Active Member Firm
Fiona,Yu,Partner,Northern Light Development Corporation,Active Member Firm
Pandy,Song,Partner,Northern Light Development Corporation,Active Member Firm
Ying,Wang,Business Development Director,Northern Light Development Corporation,Active Member Firm
Cynthia,Cai,"Senior Advisor, US Healthcare Lead",Northern Light Development Corporation,Active Member Firm
Jackie,Terlep,Executive Assistant,Northern Light Development Corporation,Active Member Firm
Stella,Li,"Partner, Operations",Northern Light Development Corporation,Active Member Firm
Figo,Zhang,Partner,Northern Light Development Corporation,Active Member Firm
Tony,Wu,Partner,Northern Light Development Corporation,Active Member Firm
Lu,Lin,Partner,Northern Light Development Corporation,Active Member Firm
He,Huang,Partner,Northern Light Development Corporation,Active Member Firm
Huahua,Yao,"Director, Business Development & Investor Relationship",Northern Light Development Corporation,Active Member Firm
Cyrus,Yeung,,Northern Light Development Corporation,Active Member Firm
Jeffrey,Lee,Partner,Northern Light Development Corporation,Active Member Firm
Lei,Yang,Managing Director,Northern Light Development Corporation,Active Member Firm
Ray,Yang,Managing Director,Northern Light Development Corporation,Active Member Firm
Lixin,Li,Managing Director,Northern Light Development Corporation,Active Member Firm
Feng,Deng,Founding Managing Partner,Northern Light Development Corporation,Active Member Firm
Elton,Jiang,Managing Director,Northern Light Development Corporation,Active Member Firm
Vanessa,Lau,"Senior Director, Finance & Operations",Northern Light Development Corporation,Active Member Firm
Pat,Smerkers,Director of Finance,Northpond Ventures,Active Member Firm
Mark,Mitchell,Controller,Northpond Ventures,Active Member Firm
Daniel,Janese,Director,Northpond Ventures,Active Member Firm
Shaan,Gandhi,,Northpond Ventures,Active Member Firm
Adam,Wieschhaus,,Northpond Ventures,Active Member Firm
Andrea,Jackson,,Northpond Ventures,Active Member Firm
Tim,Schmidt,,Northpond Ventures,Active Member Firm
Paul,Hodgdon,,Northpond Ventures,Active Member Firm
Camella,Wilson,Vice President,Northpond Ventures,Active Member Firm
Andrew,Lee,,Northpond Ventures,Active Member Firm
Pat,Smerkers,,Northpond Ventures,Active Member Firm
,Billing Team,,Northpond Ventures,Active Member Firm
Yuri,Namikawa,,Norwest Venture Partners,Active Member Firm
Rosalind,Bowman,Assistant to Jeff Crowe,Norwest Venture Partners,Active Member Firm
Kate,Dishaw,Director of Communications,Norwest Venture Partners,Active Member Firm
Elham,Javadi,Vice President of Marketing,Norwest Venture Partners,Active Member Firm
David,Kellenberger,"Senior Associate, Venture",Norwest Venture Partners,Active Member Firm
Matthew,De Dominicis,Partner and CFO,Norwest Venture Partners,Active Member Firm
Scott,Beechuk,Partner,Norwest Venture Partners,Active Member Firm
Zach,Gonzales,,Norwest Venture Partners,Active Member Firm
Tara,Jotwani,,Norwest Venture Partners,Active Member Firm
Kathryn,Weinmann,Vice President,Norwest Venture Partners,Active Member Firm
Priti Youssef,Choksi,Partner,Norwest Venture Partners,Active Member Firm
Robert,Miklautsch,,Norwest Venture Partners,Active Member Firm
Claire,McNutly,,Norwest Venture Partners,Active Member Firm
David,Zilberman,General Partner,Norwest Venture Partners,Active Member Firm
Lisa,Ames,"Principal, CMO",Norwest Venture Partners,Active Member Firm
Brian,Matesic,Principal,Norwest Venture Partners,Active Member Firm
Nikhil,Kookada,Vice President,Norwest Venture Partners,Active Member Firm
Connor,Pike,Vice President,Norwest Venture Partners,Active Member Firm
Gabe,Stauber,Vice President,Norwest Venture Partners,Active Member Firm
Tiba,Aynechi,General Partner,Norwest Venture Partners,Active Member Firm
John,Gu,Principal,Norwest Venture Partners,Active Member Firm
Chris,Sondej,Vice President,Norwest Venture Partners,Active Member Firm
Irem,Rami,Principal,Norwest Venture Partners,Active Member Firm
Mary,Miller,"Head of Business Development, Growth Equity Investing",Norwest Venture Partners,Active Member Firm
Laura,Boyd,"Principal, Head of M&A, Corporate Development",Norwest Venture Partners,Active Member Firm
Ankit,Prasad,Vice President,Norwest Venture Partners,Active Member Firm
Philip,Fleischman,Principal,Norwest Venture Partners,Active Member Firm
Yoni,Braun,Vice President,Norwest Venture Partners,Active Member Firm
Nathan,Cohen,Vice President,Norwest Venture Partners,Active Member Firm
Scott,Mitchell,Principal,Norwest Venture Partners,Active Member Firm
Kris,Snodgrass,"Principal, Talent",Norwest Venture Partners,Active Member Firm
Jessica,Yi,Vice President,Norwest Venture Partners,Active Member Firm
,extra space,,Norwest Venture Partners,Active Member Firm
Jeff,Crowe,Senior Managing Partner,Norwest Venture Partners,Active Member Firm
Casper,de Clercq,General Partner,Norwest Venture Partners,Active Member Firm
Ryan,Harris,General Partner,Norwest Venture Partners,Active Member Firm
Joshua,Goldman,General Partner,Norwest Venture Partners,Active Member Firm
Sergio,Monsalve,Partner,Norwest Venture Partners,Active Member Firm
Sanjay,Rao,Vice President,Norwest Venture Partners,Active Member Firm
Dror,Nahumi,General Partner,Norwest Venture Partners,Active Member Firm
Niren,Shah,"Managing Director, NVP India (Mumbai)",Norwest Venture Partners,Active Member Firm
Mohan,Kumar,"Executive Director, NVP India (Bangalore)",Norwest Venture Partners,Active Member Firm
Sohil,Chand,"Managing Director, NVP India (Mumbai)",Norwest Venture Partners,Active Member Firm
Jon,Kossow,Managing Partner,Norwest Venture Partners,Active Member Firm
Ethel,Chen,Vice President,Norwest Venture Partners,Active Member Firm
Rama,Sekhar,Partner,Norwest Venture Partners,Active Member Firm
David,Su,Partner,Norwest Venture Partners,Active Member Firm
Robert,Arditi,General Partner,Norwest Venture Partners,Active Member Firm
Shiv,Chaudhary,"Partner, NVP India (Mumbai)",Norwest Venture Partners,Active Member Firm
Sumer,Juneja,"Vice President, NVP India (Mumbai)",Norwest Venture Partners,Active Member Firm
Ran,Reske,Senior Associate,Norwest Venture Partners,Active Member Firm
Ran,Ding,Partner,Norwest Venture Partners,Active Member Firm
Charles,Moore,Associate,Norwest Venture Partners,Active Member Firm
Ashwin,Ravi,Associate,Norwest Venture Partners,Active Member Firm
Edward,Yip,Partner,Norwest Venture Partners,Active Member Firm
Robert,Mittendorff,Partner,Norwest Venture Partners,Active Member Firm
Sonya,Brown,General Partner,Norwest Venture Partners,Active Member Firm
Mani,Singh,Associate,Norwest Venture Partners,Active Member Firm
Taylor,Holt,Associate,Norwest Venture Partners,Active Member Firm
Dushyanth,Nataraj,Senior Associate,Norwest Venture Partners,Active Member Firm
Ned,Schwartz,Senior Associate,Norwest Venture Partners,Active Member Firm
Lisa,Wu,Partner,Norwest Venture Partners,Active Member Firm
William,Hertlein,Associate,Norwest Venture Partners,Active Member Firm
Sunny,Kantha,Associate,Norwest Venture Partners,Active Member Firm
Ryan,McDonald,Principal,Norwest Venture Partners,Active Member Firm
Stew,Campbell,Principal,Norwest Venture Partners,Active Member Firm
Zach,Beiser,Senior Associate,Norwest Venture Partners,Active Member Firm
Anirudh,Singh,Senior Analyst,Norwest Venture Partners,Active Member Firm
Ashutosh,Sharma,Senior Associate,Norwest Venture Partners,Active Member Firm
Arjun,Balan,Senior Analyst,Norwest Venture Partners,Active Member Firm
Bill,Myers,General Counsel,Norwest Venture Partners,Active Member Firm
Teri,McFadden,Principal of Recruiting,Norwest Venture Partners,Active Member Firm
Robert,Abbott,General Partner,Norwest Venture Partners,Active Member Firm
Promod,Haque,Managing Partner,Norwest Venture Partners,Active Member Firm
George,Still,Partner Emeritus,Norwest Venture Partners,Active Member Firm
Vab,Goel,General Partner,Norwest Venture Partners,Active Member Firm
Kurt,Betcher,Senior Advisor,Norwest Venture Partners,Active Member Firm
Matt,Howard,General Partner,Norwest Venture Partners,Active Member Firm
Sharon,McKenzie,Director of Marketing,Norwest Venture Partners,Active Member Firm
Tori,Pollack,Marketing Assistant,Norwest Venture Partners,Active Member Firm
Conrad,Shang,Senior Associate,Norwest Venture Partners,Active Member Firm
Laura,Tse,Director of Accounting,Norwest Venture Partners,Active Member Firm
Diana,Hsieh,Enterprise Software Associate,Norwest Venture Partners,Active Member Firm
Katie,Belding,"Partner, Marketing & Portfolio Services",Norwest Venture Partners,Active Member Firm
Sean,Jacobson,Partner,Norwest Venture Partners,Active Member Firm
Parker,Barrile,Partner,Norwest Venture Partners,Active Member Firm
Nandita,Shangari,,Norwest Venture Partners,Active Member Firm
Jen,Knudsen,Executive Assistant,Norwest Venture Partners,Active Member Firm
Suraj,Shah,Investor,Norwest Venture Partners,Active Member Firm
Joe,Amato,Investor,Norwest Venture Partners,Active Member Firm
Zack,Scott,General Partner,Norwest Venture Partners,Active Member Firm
Ehi,Akhirome,Investor,Norwest Venture Partners,Active Member Firm
Merouane,Ounadjela,Analyst,Norwest Venture Partners,Active Member Firm
Christine,Hinton,"SVP, Marketing",Notable Capital,Active Member Firm
Hans,Tung,Managing Partner,Notable Capital,Active Member Firm
Graham,Carney,"VP, Investments & Data",Notable Capital,Active Member Firm
Yatine,Lee,"Partner, Investor Relations",Notable Capital,Active Member Firm
Jeff,Richards,Managing Partner,Notable Capital,Active Member Firm
Glenn,Solomon,Managing Partner,Notable Capital,Active Member Firm
Chelcie,Taylor,"VP, Investments",Notable Capital,Active Member Firm
Norman,No,"General Counsel, and SVP, Compliance",Notable Capital,Active Member Firm
Oren,Yunger,Managing Partner,Notable Capital,Active Member Firm
Jen,Holmstrom,"Partner, Platform Services",Notable Capital,Active Member Firm
Dan,Cahana,"VP, Investments",Notable Capital,Active Member Firm
Alice,Xu,"Partner, CFO",Notable Capital,Active Member Firm
Jodi,Mok,VP of Finance,Notable Capital,Active Member Firm
Bart,Dzikowski,"Managing Director, Head of Transactions & Legal",Novartis Venture Fund,Active Member Firm
David,Morris,Managing Director,Novartis Venture Fund,Active Member Firm
Florian,Muellershausen,Principal,Novartis Venture Fund,Active Member Firm
Aaron,Nelson,Managing Director,Novartis Venture Fund,Active Member Firm
Michal,Silverberg,Managing Director,Novartis Venture Fund,Active Member Firm
Grazyna,Stawna-Lubiniecki,Office Manager,Novartis Venture Fund,Active Member Firm
Beat,Steffen,Principal,Novartis Venture Fund,Active Member Firm
Juliette,Audet,,Novartis Venture Fund,Active Member Firm
Laura,Brass,Managing Director,Novartis Venture Fund,Active Member Firm
Campbell,Murray,Managing Director,Novartis Venture Fund,Active Member Firm
Nandita,Shangari,Principal,Novartis Venture Fund,Active Member Firm
Michelle,Ma,Associate,Novartis Venture Fund,Active Member Firm
Grace,Catalano,Assistant,Novartis Venture Fund,Active Member Firm
Invoices,USA,,Novartis Venture Fund,Active Member Firm
Adam,Cotton,Associate,Novartis Venture Fund,Active Member Firm
Jasmin,Jimenez,,Novartis Venture Fund,Active Member Firm
Steven,Weinstein,Managing Director,Novartis Venture Fund,Active Member Firm
Markus,Goebel,Managing Director,Novartis Venture Fund,Active Member Firm
Florent,Gros,Managing Director,Novartis Venture Fund,Active Member Firm
Anja,Koenig,NVF Global Head,Novartis Venture Fund,Active Member Firm
Giovanni,Ferrara,Venture Partner,Novartis Venture Fund,Active Member Firm
Campbell,Murray,Managing Director,Novartis Venture Fund,Active Member Firm
Claire,McNulty,Office Manager,Novartis Venture Fund,Active Member Firm
Marianne,Uteng,Principal,Novartis Venture Fund,Active Member Firm
Junie,Lim,General Counsel,Novo Ventures,Active Member Firm
Danielle,Geier,Associate General Counsel,Novo Ventures,Active Member Firm
Tiba,Aynechi,Principal,Novo Ventures,Active Member Firm
Peter,Bisgaard,Partner,Novo Ventures,Active Member Firm
Scott,Beardsley,Partner,Novo Ventures,Active Member Firm
Peter,Moldt,Partner,Novo Ventures,Active Member Firm
Thomas,Dyrberg,Senior Partner,Novo Ventures,Active Member Firm
Søren,Carlsen,Managing Partner,Novo Ventures,Active Member Firm
Kim,Dueholm,Partner,Novo Ventures,Active Member Firm
Jack Bech,Nielsen,Partner,Novo Ventures,Active Member Firm
Martin,Edwards,Senior Partner,Novo Ventures,Active Member Firm
Austin,Carson,Government Relations,NVIDIA,Active Member Firm
Kevin,Berce,"Senior Director, Federal",NVIDIA,Active Member Firm
Clifford,Platt,"Sr. Director, Corp Dev - Investments",NVIDIA,Active Member Firm
Mathew,Torgow,Head of VC Business Development,NVIDIA,Active Member Firm
Rajani,Parameshwar,"Director, Corporate Development",NVIDIA,Active Member Firm
Aziz,Megji,"Director, Corporate Development",NVIDIA,Active Member Firm
Mischa,Matthews,"Senior Director, Corporate Development",NVIDIA,Active Member Firm
Vishal,Bhagwati,VP Corporate Development,NVIDIA,Active Member Firm
Allen,Wu,"Manager, Corporate Development",NVIDIA,Active Member Firm
Bronson,Fikus,"Investor, NVentures",NVIDIA,Active Member Firm
Samuel,Genecin,Corporate Development,NVIDIA,Active Member Firm
Sid,Siddeek,"VP, Head of NVentures",NVIDIA,Active Member Firm
John,Wesley,"Director, NVentures",NVIDIA,Active Member Firm
Chase,Overlie,"Principal, NVentures",NVIDIA,Active Member Firm
Samay,Dhawan,"Investor, NVentures",NVIDIA,Active Member Firm
Aishwarya,Nadgauda,"Investor, NVentures",NVIDIA,Active Member Firm
Veena,Avadhanam,"Sr. Director, Corporate Development",NVIDIA,Active Member Firm
Dan,Messina,Corporate Development | Ventures,NVIDIA,Active Member Firm
Christina,Buchanan,"Investor, NVentures",NVIDIA,Active Member Firm
Elvin,Hao,"Investor, NVentures",NVIDIA,Active Member Firm
Alvin,Lin,"Senior Director, Corporate Development",NVIDIA,Active Member Firm
Jeff,Herbst,Vice President,NVIDIA,Active Member Firm
Jeff,Herbst,Vice President of Business Development,NVIDIA,Active Member Firm
Kostya,Sebov,Senior Software Engineer,NVIDIA,Active Member Firm
NVIDIA,Invoices,,NVIDIA,Active Member Firm
Crystal,Liu,Venture Investor,NVIDIA,Active Member Firm
Carrie,Thome,Managing Director,NVNG Investment Advisors,Active Member Firm
Grady,Buchanan,Managing Director,NVNG Investment Advisors,Active Member Firm
Jackie,Darr,Managing Director,NVNG Investment Advisors,Active Member Firm
Marina,Rostein,Head of Platform,NVNG Investment Advisors,Active Member Firm
Michelle,Daubar,Partner Investor Relations,Oak HC/FT,Active Member Firm
Andrew,Adams,Managing Partner,Oak HC/FT,Active Member Firm
Annie,Lamont,Managing Partner,Oak HC/FT,Active Member Firm
Vignesh,Chandramouli,Principal,Oak HC/FT,Active Member Firm
Nancy,Brown,General Partner,Oak HC/FT,Active Member Firm
Susan,Daley,"Executive Assistant to Andrew Adams, Oak HC/FT",Oak HC/FT,Active Member Firm
Ravi,Singh,CFO,Oak HC/FT,Active Member Firm
Jeannine,English,Executive Assistant for Grace Ames,Oak Investment Partners,Active Member Firm
Joy,Williams,,Oak Investment Partners,Active Member Firm
C,Tomascak,,Oak Investment Partners,Active Member Firm
Andrew,Adams,General Partner,Oak Investment Partners,Active Member Firm
Tony,Downer,Venture Partner,Oak Investment Partners,Active Member Firm
Tom,Huseby,Venture Partner,Oak Investment Partners,Active Member Firm
Scot,Jarvis,Venture Partner,Oak Investment Partners,Active Member Firm
Edward,Glassmeyer,Managing Partner,Oak Investment Partners,Active Member Firm
John,Beletic,Operating Partner,Oak Investment Partners,Active Member Firm
Bandel,Carano,Managing Partner,Oak Investment Partners,Active Member Firm
Fred,Harman,Managing Partner,Oak Investment Partners,Active Member Firm
Kathy,Roland,Venture Partner,Oak Investment Partners,Active Member Firm
Allan,Kwan,Venture Partner,Oak Investment Partners,Active Member Firm
Craig,Lang,Vice President of Legal Affairs,Oak Investment Partners,Active Member Firm
Rob,Majteles,Venture Partner,Oak Investment Partners,Active Member Firm
Ren,Riley,Venture Partner,Oak Investment Partners,Active Member Firm
Grace,Ames,General Partner and Chief Operating Officer,Oak Investment Partners,Active Member Firm
Ann,Lamont,Managing Partner,Oak Investment Partners,Active Member Firm
Stewart,Greenfield,Co-Founder,Oak Investment Partners,Active Member Firm
Brian,Dunefsky,Chief Compliance Officer,Oak Investment Partners,Active Member Firm
,AP Team,,Oak Investment Partners,Active Member Firm
Jack,Rothacher,CFO,Obvious Ventures,Dropped
Andrew,Beebe,Managing Director,Obvious Ventures,Dropped
James,Joaquin,Managing Director,Obvious Ventures,Dropped
Vishal,Vasishth,Managing Director,Obvious Ventures,Dropped
Hoolie,Tejwani,Principal,Obvious Ventures,Dropped
Joe,Blair,Vice President,Obvious Ventures,Dropped
Gabe,Kleinman,Head of Portfolio Services and Marketing,Obvious Ventures,Dropped
Meera,Clark,,Obvious Ventures,Dropped
Daniel,Liem,,Obvious Ventures,Dropped
David,Wehrs,COO,Obvious Ventures,Dropped
Tamim,Abdul Majid,General Partner,OCA Ventures,Active Member Firm
Nicholas,Schoewe,Partner,OCA Ventures,Active Member Firm
Kevin,McQuillan,Partner,OCA Ventures,Active Member Firm
David,Kokonas,Vice President,OCA Ventures,Active Member Firm
Dana,Sun,Senior Associate,OCA Ventures,Active Member Firm
Rachel,Mackey,,OCA Ventures,Active Member Firm
Cathy,Koltz,,OCA Ventures,Active Member Firm
Petros,Karahalios,Executive Assistant,OCA Ventures,Active Member Firm
James,Dugan,Managing Partner,OCA Ventures,Active Member Firm
Peter,Ianello,General Partner & Co-Chairman,OCA Ventures,Active Member Firm
John,Dugan,General Partner & Co-Chairman,OCA Ventures,Active Member Firm
Joe,Dwyer,Venture Partner,OCA Ventures,Active Member Firm
David,Zyer,General Partner,OCA Ventures,Active Member Firm
Imran,Ahmad,Operating Partner,OCA Ventures,Active Member Firm
Ian,Drury,Venture Partner,OCA Ventures,Active Member Firm
Robert,Saunders,General Partner,OCA Ventures,Active Member Firm
Kelley,Quinn,Executive Assistant,OCA Ventures,Active Member Firm
Steve,Shein,Senior Associate,OCA Ventures,Active Member Firm
Bill,Baumel,Managing Director,Ohio Innovation Fund,Active Member Firm
Jill,Raderstorf,Partner,Ohio Innovation Fund,Active Member Firm
Faith,Voinovich,Principal,Ohio Innovation Fund,Active Member Firm
Tomasz,Mrowczyk,,Ohio Innovation Fund,Active Member Firm
Christina,Abdelshahid,Marketing,Ohio Innovation Fund,Active Member Firm
Nashat,Abdelshahid,Investment Analyst,Ohio Innovation Fund,Active Member Firm
Mike,Hughes,,Ohio Innovation Fund,Active Member Firm
Marc,Averitt,,"Okapi Venture Capital, LLC",Active Member Firm
Sharon,Stevenson,Managing Director,"Okapi Venture Capital, LLC",Active Member Firm
Marc,Averitt (use),Managing Director,"Okapi Venture Capital, LLC",Active Member Firm
Marc,Averitt,Managing Director,"Okapi Venture Capital, LLC",Active Member Firm
Sean,Nabi,Assistant General Council,Olympus Innovation Ventures,Active Member Firm
